record_id,source_path,classification,suggested_device_type,device_type_confidence,confidence,reasons,conflicts,requires_review
68a24ad50dd703a1,ACs/Chigo/Chigo_KRF-51G_79F.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
0933209eb4724b9e,ACs/Ciatronic/Ciatronic_AC.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
1513275923682554,ACs/Comfort_Aire/Comfort_Aire_RG57A6.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
ac4dbcb4df4a6a78,ACs/Corlitec/Cortlitec_portable_ac.ir,device_family,air_conditioner,0.99,0.61,"[""dados técnicos observados em 1 protocolo(s)"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
cfb2ed6ced11cf55,ACs/Daikin/Daikin_AC.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
14f9ef119ef1cf82,ACs/Daikin/Daikin_AC_industrial_TB.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
f8b3ef88b7c43705,ACs/Daikin/Daikin_AC_unknownModel.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
fc982c04f61c9ef7,ACs/Daikin/Daikin_ARC480A41.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
3905b283481fcd94,ACs/Daikin/Daikin_ARC480A53.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
99dea71736369356,ACs/Daikin/Daikin_FTE35KV1.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
f13f075e1d027da3,ACs/Daikin/Daikin_FTX50GV1B.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
68cdf53a5f4fc0b2,ACs/Daikin/Daikin_FTXM95PVMA.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
f71b07f95826eb78,ACs/Daikin/Daikin_FTXS25KVMA.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
597a0ced59fb5f10,ACs/Danby/Danby DAC060EB7WDB.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.72""]",[],True
e99b03b06c2fc5f4,ACs/DeLonghi/Delonghi_portable_Pinguino-Air-to-Air-PAC-N81_ac.ir,specific_device,air_conditioner,0.99,0.898,"[""categoria normalizada com confiança 0.99"",""conjunto interno coerente com 7 comandos"",""marca com confiança 0.97"",""modelo conservador com confiança 0.72""]",[],False
67ec3071a02ea2de,ACs/DeLonghi/Pinguino_EL290HLWKC.ir,specific_device,air_conditioner,0.99,0.898,"[""categoria normalizada com confiança 0.99"",""conjunto interno coerente com 9 comandos"",""marca com confiança 0.97"",""modelo conservador com confiança 0.72""]",[],False
3094c6dcc860939e,ACs/DeLonghi/Pinguino_PAC_EL275HGRKC.ir,specific_device,air_conditioner,0.99,0.898,"[""categoria normalizada com confiança 0.99"",""conjunto interno coerente com 7 comandos"",""marca com confiança 0.97"",""modelo conservador com confiança 0.72""]",[],False
9b86f50cd8b2b865,ACs/DeLonghi/Pinguino_PAC_EL92_SILENT.ir,specific_device,air_conditioner,0.99,0.898,"[""categoria normalizada com confiança 0.99"",""conjunto interno coerente com 8 comandos"",""marca com confiança 0.97"",""modelo conservador com confiança 0.72""]",[],False
96af98b7ec3c5129,ACs/Eberg/Eberg_RIO_R29E1.ir,device_family,air_conditioner,0.99,0.67,"[""dados técnicos observados em 1 protocolo(s)"",""modelo provável, mas confiança limitada a 0.45""]",[],True
f50b29601760f97e,ACs/Ecofort/Ecofort_CoolAir_7+_EQCA7+2900824.ir,device_family,air_conditioner,0.99,0.67,"[""dados técnicos observados em 1 protocolo(s)"",""modelo provável, mas confiança limitada a 0.45""]",[],True
faae0287f50d135b,ACs/Electra/electra_smart.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
6d55d499d3f6b1d2,ACs/Electrolux/Electrol_ESV09CRO_B2I.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.72""]",[],True
865ee5e06c281918,ACs/Emerson/Emerson_EARC8RE1_ac.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
347cefac6d9574ca,ACs/Emerson/Emerson_Quiet_Kool_AC.ir,device_family,air_conditioner,0.99,0.61,"[""dados técnicos observados em 1 protocolo(s)"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
6b8be9e2092a3cbe,ACs/Eurom/Eurom_PAC_9.2.ir,device_family,air_conditioner,0.99,0.67,"[""dados técnicos observados em 1 protocolo(s)"",""modelo provável, mas confiança limitada a 0.45""]",[],True
e05d79cb5f1525d4,ACs/Eurom/Eurom_Tristar_AC.ir,device_family,air_conditioner,0.99,0.61,"[""dados técnicos observados em 1 protocolo(s)"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
bf55fde8b9672f3c,ACs/Ferroli/Ferroli.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
d938e1b9f02eee46,ACs/Firstline/Firstline_AAS2500.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
75ce2dc5ad567ad5,ACs/Frico/Frico_PA2510E08.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
232a174b168d1245,ACs/Friedrich/Friedrich.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
2343595d78a01dbf,ACs/Friedrich/Friedrich_4235h.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
fee9cf4ac4faffac,ACs/Friedrich/Friedrich_AKB73756214.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
641e79320e7f1d10,ACs/Frigidaire/Frigidaire_AC.ir,device_family,air_conditioner,0.99,0.61,"[""dados técnicos observados em 1 protocolo(s)"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
86d5163cc3ecb542,ACs/Frigidaire/Frigidaire_RG15D_AC.ir,device_family,air_conditioner,0.99,0.67,"[""dados técnicos observados em 1 protocolo(s)"",""modelo provável, mas confiança limitada a 0.45""]",[],True
32c7a11b139db04d,ACs/Fujidenzo/Fujidenzo_FEA5001_AC.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
807e4c6275e448c7,ACs/Fujitsu/Fujitsu_AC.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
315dbe9f924ca465,ACs/Fujitsu/Fujitsu_AC_ASU18RLF.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
42ab88de14ea5b75,ACs/GREE/GREE_YAPOF.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
f41c3836e46ec1f2,ACs/GREE/Gree_KFR-70G-A1.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.72""]",[],True
ad9849fc12ce5f68,ACs/GREE/Gree_airco.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
1aa042307608eb1d,ACs/GREE/Gree_airco_lightoff.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
0453320233bf34f5,ACs/General_Electric/GE_AC.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
8781886ce1f5a76d,ACs/General_Electric/GE_Window_AC.ir,device_family,air_conditioner,0.99,0.61,"[""dados técnicos observados em 1 protocolo(s)"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
d96fc2bdea6d9f40,ACs/GoodHome/GoodHome_FDP15.ir,device_family,air_conditioner,0.99,0.67,"[""dados técnicos observados em 1 protocolo(s)"",""modelo provável, mas confiança limitada a 0.45""]",[],True
eafee82b6119d064,ACs/Haier/Haier_AC_AS18GD3HRA.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
e0029eb1c4f95a7a,ACs/Haier/Haier_AC_HPD10XCM-LW.ir,device_family,air_conditioner,0.99,0.67,"[""dados técnicos observados em 1 protocolo(s)"",""modelo provável, mas confiança limitada a 0.45""]",[],True
d8e99e9bd4d02626,ACs/Haier/Haier_AC_HWE08XCR-L.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
2c2f77a1ccf77a9f,ACs/Hisense/Hisense_DG11J1-99_celsius.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
20bf753041415e7c,ACs/Hisense/Hisense_DG11J1-99_fahrenheit.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
a8033f78cc9fdf1a,ACs/Hisense/Hisense_room_AC.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
aa38ee9cd3ad12da,ACs/Hisense/Hisense_window_AC.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
22ebbb0e281a873b,ACs/Hitachi/Hitach_RAK-18QH8.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.72""]",[],True
baf645448789a790,ACs/Hitachi/Hitachi_RAK35.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
46673c1794ad4154,ACs/Honeywell/Honeywell_MN10CESS.ir,device_family,air_conditioner,0.99,0.67,"[""dados técnicos observados em 1 protocolo(s)"",""modelo provável, mas confiança limitada a 0.45""]",[],True
b6b8599b88b74bab,ACs/Innova/Innova_2.0.ir,specific_device,air_conditioner,0.99,0.898,"[""categoria normalizada com confiança 0.99"",""conjunto interno coerente com 12 comandos"",""marca com confiança 0.97"",""modelo conservador com confiança 0.72""]",[],False
a53b8b8ff010f432,ACs/Insigna/Insigna_AC_NSRC2AC9.ir,device_family,air_conditioner,0.99,0.67,"[""dados técnicos observados em 1 protocolo(s)"",""modelo provável, mas confiança limitada a 0.45""]",[],True
8ab5643bc79e7312,ACs/Insigna/Insignia_NS-AC8PWH9-C_AC.ir,specific_device,air_conditioner,0.99,0.898,"[""categoria normalizada com confiança 0.99"",""conjunto interno coerente com 10 comandos"",""marca com confiança 0.97"",""modelo conservador com confiança 0.72""]",[],False
4d58476e0ab274ac,ACs/Inventum/Inventum_AC.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
fb910dc5ea74b845,ACs/Kelon/Kelon_AS-24HR4SQJUL.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
41fafedab0d4436e,ACs/Kenmore/Kenmore_AC.ir,device_family,air_conditioner,0.99,0.61,"[""dados técnicos observados em 1 protocolo(s)"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
5e5ffa0ec2fb27c3,ACs/Klarstein/Klarstein_Metrobreeze_Miami.ir,device_family,air_conditioner,0.99,0.61,"[""dados técnicos observados em 1 protocolo(s)"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
63eea2fb7cff222e,ACs/Klarstein/Klarstein_Skyscraper.ir,device_family,air_conditioner,0.99,0.61,"[""dados técnicos observados em 1 protocolo(s)"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
12866548cb74b12a,ACs/Koldfront/Koldfront_WAC12001.ir,device_family,air_conditioner,0.99,0.67,"[""dados técnicos observados em 1 protocolo(s)"",""modelo provável, mas confiança limitada a 0.45""]",[],True
f7b958000d5b353a,ACs/LG/LG_AC.ir,device_family,air_conditioner,0.99,0.61,"[""dados técnicos observados em 1 protocolo(s)"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
642b0519ed003ddd,ACs/LG/LG_AC_2.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
4bbd81f3f1d0d690,ACs/LG/LG_COV30332906_AC.ir,device_family,air_conditioner,0.99,0.67,"[""dados técnicos observados em 1 protocolo(s)"",""modelo provável, mas confiança limitada a 0.45""]",[],True
57baf76600c110ef,ACs/LG/LG_LP0817WSR.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
6c4272ad57813d2e,ACs/LG/LG_LP1015WNR_AC.ir,device_family,air_conditioner,0.99,0.67,"[""dados técnicos observados em 1 protocolo(s)"",""modelo provável, mas confiança limitada a 0.45""]",[],True
96e293aa9ab0bd10,ACs/LG/LG_LP1417GSR_AC.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
d31863e4c58a1d5e,ACs/LG/LG_LP1419IVSM.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
c8ea3ebab3e569c7,ACs/LG/LG_R12AWN-NB11.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
4536736038808a74,ACs/LG/LG_SX122CL.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
c4081fc094d38b5a,ACs/Lamborghini/Unknown_Model_1.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.58""]",[],True
47dd429e690decff,ACs/Legion/Legion_LE-F30RH-IN.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
3d7c9083438f53aa,ACs/Lennox/Lennox_AC.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
e3dfd7840f736fd0,ACs/Lifetime Air/Lifetime_Air.ir,device_family,air_conditioner,0.99,0.61,"[""dados técnicos observados em 1 protocolo(s)"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
e07110285382ab91,ACs/Logik/Logik_HLF-20R.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
922013e18b7cdb0b,ACs/MayTag/MayTag_M6X06F2A.ir,device_family,air_conditioner,0.99,0.67,"[""dados técnicos observados em 1 protocolo(s)"",""modelo provável, mas confiança limitada a 0.45""]",[],True
629c8ef890bf9390,ACs/Midea/Midea_AC_MAW05R1WBL.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
1b6cad9ea061a0f4,ACs/Midea/Midea_MP12SVKBA3RCM.ir,device_family,air_conditioner,0.99,0.67,"[""dados técnicos observados em 1 protocolo(s)"",""modelo provável, mas confiança limitada a 0.45""]",[],True
fb4920987e6e0880,ACs/Midea/Midea_WWK08CR81N.ir,device_family,air_conditioner,0.99,0.67,"[""dados técnicos observados em 1 protocolo(s)"",""modelo provável, mas confiança limitada a 0.45""]",[],True
2ba0eb55774dc004,ACs/Midea/Midea_silent_cool_26_pro.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
dc9f8dea96812de8,ACs/Mitsubishi/Mitsubishi_MSH-30RV.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
2da19c4d9939845e,ACs/Mitsubishi/Mitsubishi_MSH_GA71VB.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
696a2ac15c0d8a8f,ACs/Mitsubishi/Mitsubishi_SRK20ZJ-S.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
77510de9a09896e2,ACs/Mitsubishi/Mitsubishi_SRK35ZS-W.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
9e072218b52c88df,ACs/Mitsubishi/mitsubishi-MSY-GE10VA.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.72""]",[],True
1817dacf4b5fd2d4,ACs/Moretti/Moretti_Air_Cooler.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
c3f13b4820817137,ACs/OK/Ok_AC_OAC_7020.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.72""]",[],True
aa07c2a4f6d7086d,ACs/Oreck/Oreck_AIR12GU.ir,device_family,air_conditioner,0.99,0.67,"[""dados técnicos observados em 1 protocolo(s)"",""modelo provável, mas confiança limitada a 0.45""]",[],True
40e8a1194f6ed613,ACs/Osaka/Osaka_CH_09_DSBP.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
bac2e8db41337334,ACs/Panasonic/Panasonic_A75C4187.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
59458929b05d3564,ACs/Panasonic/Panasonic_CS-E9HKR.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
3efb64332132fbd4,ACs/Panasonic/Panasonic_CS-UE12RKE.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
3a2d049c75ff85fe,ACs/Panasonic/Panasonic_CWA75C4179.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
5d7d191432fb3f8b,ACs/Panasonic/Panasonic_Climate_A75C2600.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
25969cfbec993547,ACs/Pioneer/PioneerMiniSplit.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
0fbde2815d061628,ACs/Princess/Princess_AC.ir,device_family,air_conditioner,0.99,0.61,"[""dados técnicos observados em 1 protocolo(s)"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
8927e5be295ad5c0,ACs/Remko/Remko_RKL.ir,device_family,air_conditioner,0.99,0.61,"[""dados técnicos observados em 1 protocolo(s)"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
2f48603a0b28d857,ACs/Rinnai/Rinnai_AC.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
094f31b2ce09a509,ACs/Royal_Clima/Royal_Clima_RC-TWN55HN.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
30a61c5e9b63dfd9,ACs/Samsung/Samsung_AC_AR12K.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
e14e24b2b3461cc0,ACs/Samsung/Samsung_AR13TYHZCWKN.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
3895e8eb1e3767f0,ACs/Samsung/Samsung_Wind-Free.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
6e54fc55f8eb1f20,ACs/SereneLife/SereneLife_SLPAC8.ir,device_family,air_conditioner,0.99,0.67,"[""dados técnicos observados em 1 protocolo(s)"",""modelo provável, mas confiança limitada a 0.45""]",[],True
e69dc481c65df499,ACs/Sharp/Sharp AH-A9UCD.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.72""]",[],True
c0d908cc05b831b6,ACs/Sharp/Sharp_AH_X9VEW_AC.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
af856cec05157c3b,ACs/Sharp/Sharp_CVP10MX.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
5161d3f88cb3a20e,ACs/Shivaki/Shivaki_SSA18002.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
110eae7ad3c2cddb,ACs/Sinclair/SINCLAIR_ASH13BIF2.ir,device_family,air_conditioner,0.99,0.62,"[""dados técnicos insuficientes"",""modelo provável, mas confiança limitada a 0.45""]",[],True
289fe845768ace37,ACs/SoleusAir/SoleusAir.ir,device_family,air_conditioner,0.99,0.56,"[""dados técnicos insuficientes"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
4b7b633867118f65,ACs/SoleusAir/SoleusAir_Portable.ir,device_family,air_conditioner,0.99,0.61,"[""dados técnicos observados em 1 protocolo(s)"",""marca e categoria conhecidas, sem modelo específico confiável""]",[],True
